iteration,timestamp,time_ms,memory_process_mb,memory_system_mb,temp_delta_c,temp_absolute_c,current_ma
1,2025-12-05T15:30:44.512506,0.0833149999834859,0.0,0.0,0.0,32.3,0.2
2,2025-12-05T15:30:44.519217,0.1038159999779964,0.0,0.0,0.0,32.9,0.1
3,2025-12-05T15:30:44.525840,0.1029260000677823,0.0,0.0,0.0,32.3,0.30000000000000004
4,2025-12-05T15:30:44.532480,0.1038149999885718,0.0,0.0,0.0,32.3,-0.2
5,2025-12-05T15:30:44.539058,0.1027600000043094,0.0,0.0,0.0,32.3,0
6,2025-12-05T15:30:44.545812,0.10520500006805378,0.0,0.0,0.0,32.3,0
7,2025-12-05T15:30:44.552436,0.10259300006509875,0.0,0.0,0.49999999999999645,32.3,0.4
8,2025-12-05T15:30:44.559019,0.10363000001234468,0.0,0.0,0.0,32.3,0.0
9,2025-12-05T15:30:44.565609,0.09970500002509652,0.0,0.0,0.0,32.3,-0.2
10,2025-12-05T15:30:44.572198,0.10438900005738105,0.0,0.0,0.0,32.3,0.30000000000000004
11,2025-12-05T15:30:44.578742,0.10405599994101067,0.0,0.0,-0.6000000000000014,32.3,0.30000000000000004
12,2025-12-05T15:30:44.585335,0.10650100000475504,0.0,0.0,-0.49999999999999645,31.8,-0.1
13,2025-12-05T15:30:44.591946,0.10498200003894453,0.0,0.0,0.49999999999999645,32.3,0.0
14,2025-12-05T15:30:44.599069,0.10320399996999186,0.0,0.0,0.0,32.3,0.1
15,2025-12-05T15:30:44.605302,0.08916699994188093,0.0,0.0,0.0,32.3,-0.1
16,2025-12-05T15:30:44.611488,0.09083300005841011,0.0,0.0,0.6000000000000014,32.9,0.4
17,2025-12-05T15:30:44.617895,0.09594499999820982,0.0,0.0,0.0,32.9,0.20000000000000004
18,2025-12-05T15:30:44.624235,0.09298200006924162,0.015625,0.0,0.0,32.3,0
19,2025-12-05T15:30:44.630460,0.09448200000861107,0.0,0.0,0.0,32.3,-0.20000000000000004
20,2025-12-05T15:30:44.636730,0.09281500001634413,0.0,0.0,-0.49999999999999645,31.8,-0.1
21,2025-12-05T15:30:44.642964,0.09283299993967375,0.0,0.0,0.0,31.8,-0.30000000000000004
22,2025-12-05T15:30:44.649195,0.08989000002657122,0.0,0.0,0.0,31.8,0.1
23,2025-12-05T15:30:44.655445,0.09248200001366058,0.0,0.0,0.0,32.9,-0.20000000000000004
24,2025-12-05T15:30:44.661636,0.086722999981248,0.0,0.0,0.0,31.8,0.1
25,2025-12-05T15:30:44.667805,0.09331499995823833,0.0,0.0,1.0999999999999979,32.9,0.1
26,2025-12-05T15:30:44.674024,0.090592999981709,0.0,0.0,-1.0999999999999979,31.8,-0.30000000000000004
27,2025-12-05T15:30:44.680227,0.0918900000215217,0.0,0.0,0.49999999999999645,32.3,-0.2
28,2025-12-05T15:30:44.686381,0.09129699992627138,0.015625,0.0,0.0,32.3,-0.5
29,2025-12-05T15:30:44.692649,0.09190799994485133,0.0,0.0,0.0,32.9,0
30,2025-12-05T15:30:44.700774,0.09079599999495258,0.015625,0.0,-0.6000000000000014,32.3,0.1
31,2025-12-05T15:30:44.707292,0.09527899999284273,0.0,0.0,0.0,32.9,-0.30000000000000004
